"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSRNOT00000087730.1-ENSRNOG00000052433.1:lincRNA",79.9037605315206,2.43819746253586,0.531395740948813,4.58828943224578,4.46892762981114e-06,0.000835689466774683
"ENSRNOT00000079820.1-ENSRNOG00000056268.1:lincRNA",15.1592626467229,3.4359737668973,0.932181752588238,3.68594832215627,0.000227852587319672,0.0144862910181781
"ENSRNOT00000075746.3-ENSRNOG00000047590.3:lincRNA",141.394525801091,2.02951405805543,0.551361608929932,3.68091289851366,0.00023240039066596,0.0144862910181781
"ENSRNOT00000071067.2-ENSRNOG00000046171.3:processed_transcript",141.145276140548,1.93384589242789,0.556529650708477,3.4748299393681,0.000511177305192406,0.023897539017745
"ENSRNOT00000073510.1-ENSRNOG00000046194.1:miRNA",50.6595693003242,2.11530934334956,0.634108986316355,3.33587662215251,0.000850308912342209,0.0318015533215986
"ENSRNOT00000074819.1-ENSRNOG00000047794.1:rRNA",19.1582883308429,1.52849505198074,0.486328648197004,3.14292620360207,0.00167268004568002,0.0465471657248589
"ENSRNOT00000072266.2-ENSRNOG00000047386.3:processed_transcript",6.92963622634242,2.81632084529681,0.950787496320547,2.96209285060615,0.00305555625319774,0.0465471657248589
"ENSRNOT00000089399.1-ENSRNOG00000047386.3:processed_transcript",5.93831479590332,2.96191366711909,1.01250881675195,2.92532135830746,0.00344100677723356,0.0465471657248589
"ENSRNOT00000075536.2-ENSRNOG00000048993.2:misc_RNA",498.993030276732,-0.767381997620711,0.262394366945616,-2.92453685859712,0.00344969223320464,0.0465471657248589
"ENSRNOT00000092467.1-ENSRNOG00000047386.3:processed_transcript",5.73317170844046,2.92547836075102,1.00638039702514,2.90693098692972,0.00364993713302892,0.0465471657248589
"ENSRNOT00000087498.1-ENSRNOG00000053717.1:misc_RNA",502.573203127191,-0.765388528996702,0.263409801264721,-2.90569494879009,0.00366438501868777,0.0465471657248589
"ENSRNOT00000091327.1-ENSRNOG00000052862.1:misc_RNA",502.573203127191,-0.765388528996702,0.263409801264721,-2.90569494879009,0.00366438501868777,0.0465471657248589
"ENSRNOT00000085363.1-ENSRNOG00000060374.1:misc_RNA",502.466187219495,-0.765555604066186,0.263479894837679,-2.90555605594809,0.00366601176450514,0.0465471657248589
"ENSRNOT00000083885.1-ENSRNOG00000055825.1:misc_RNA",502.634890552854,-0.765389826520507,0.263481265562751,-2.90491175866248,0.00367356651818183,0.0465471657248589
"ENSRNOT00000088694.1-ENSRNOG00000053236.1:lincRNA",9.55803412593867,2.79790571371992,0.970049324107459,2.88429221503171,0.00392294547402819,0.0465471657248589
"ENSRNOT00000092100.1-ENSRNOG00000005323.8:processed_transcript",30.0309172106543,1.78060240763813,0.618364978165233,2.87953307595363,0.00398264519570985,0.0465471657248589
"ENSRNOT00000054649.3-ENSRNOG00000060018.1:rRNA",30.8830777816419,1.01860797064614,0.361771567088158,2.81561090841038,0.00486845894939086,0.0502771543745228
"ENSRNOT00000083901.1-ENSRNOG00000060522.1:misc_RNA",445.848090406839,-0.756036599940047,0.268857951574133,-2.81202990468959,0.00492299260866567,0.0502771543745228
"ENSRNOT00000082643.1-ENSRNOG00000057838.1:snRNA",5.84646985768916,2.66894543798644,0.96294925984596,2.77163662643386,0.00557752603093598,0.0502771543745228
"ENSRNOT00000052439.3-ENSRNOG00000034316.3:rRNA",27.1848433194145,1.13084937990104,0.408594595210606,2.76765623715153,0.0056460975500801,0.0502771543745228
"ENSRNOT00000069467.1-ENSRNOG00000044200.1:rRNA",27.1848433194145,1.13084937990104,0.408594595210606,2.76765623715153,0.0056460975500801,0.0502771543745228
"ENSRNOT00000079888.1-ENSRNOG00000060497.1:misc_RNA",4.32706091248962,-1.11495890561779,0.409089762127156,-2.72546274397166,0.00642114226916128,0.0524219437992464
"ENSRNOT00000091853.1-ENSRNOG00000054045.1:misc_RNA",466.161632641482,-0.733413667302245,0.270281830354518,-2.71351450573002,0.00665736535058435,0.0524219437992464
"ENSRNOT00000073815.2-ENSRNOG00000050589.2:rRNA",27.5061577126041,1.10198783398788,0.40780391981102,2.70224924394683,0.00688721125405153,0.0524219437992464
"ENSRNOT00000086334.1-ENSRNOG00000056116.1:snRNA",6.07964050630678,2.45672939375101,0.91109753070972,2.69645050166834,0.00700828125658374,0.0524219437992464
"ENSRNOT00000073261.1-ENSRNOG00000050259.1:rRNA",27.8036901543636,1.07800823081228,0.403968496670436,2.66854529424292,0.00761805060535812,0.0544154042695966
