"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSRNOT00000075682.1-ENSRNOG00000046365.1:protein_coding",37.3803901761206,4.49569927861855,0.718752773522078,89.6572558992502,2.59520948918925e-19,1.04509086129651e-15
"ENSRNOT00000061417.4-ENSRNOG00000039969.4:protein_coding",15.3069100029017,5.48888848055384,0.941392224128453,79.6211643089231,3.70078159064475e-17,4.39784847519797e-14
"ENSRNOT00000082891.1-ENSRNOG00000039969.4:protein_coding",15.3069100029017,5.48888848055384,0.941392224128453,79.6211643089231,3.70078159064475e-17,4.39784847519797e-14
"ENSRNOT00000064643.1-ENSRNOG00000020544.5:protein_coding",51.3462526923504,3.81202489966741,0.656800660971286,79.1793825031248,4.60305633934381e-17,4.39784847519797e-14
"ENSRNOT00000077651.1-ENSRNOG00000055371.1:protein_coding",102.464371293975,2.9094598268148,0.506775601004719,78.8334889588118,5.4604525393568e-17,4.39784847519797e-14
"ENSRNOT00000085362.1-ENSRNOG00000057701.1:protein_coding",15.1979075078369,5.48894643256917,0.958361550368752,77.097339050123,1.28680473240235e-16,8.63660442897375e-14
"ENSRNOT00000051590.2-ENSRNOG00000010235.6:protein_coding",23.2677867399442,5.55555139733958,1.01909286125869,74.9905881354894,3.64018806798413e-16,2.09414819282459e-13
"ENSRNOT00000011380.8-ENSRNOG00000008616.8:protein_coding",196.396805034355,2.23837339697568,0.463617695978675,73.1211928964925,9.15626766023849e-16,4.60903623347255e-13
"ENSRNOT00000065043.3-ENSRNOG00000015021.7:protein_coding",74.3852743366495,2.99666170683942,0.527604640351545,72.7958357869561,1.07504347331682e-15,4.81022229671871e-13
"ENSRNOT00000092388.1-ENSRNOG00000052296.2:protein_coding",18.7589799007677,3.09040838962871,0.664670113117549,72.3783072045383,1.32091606089802e-15,4.8357536156694e-13
"ENSRNOT00000092413.1-ENSRNOG00000052296.2:processed_transcript",18.7589799007677,3.09040838962871,0.664670113117549,72.3783072045383,1.32091606089802e-15,4.8357536156694e-13
"ENSRNOT00000085191.1-ENSRNOG00000052296.2:protein_coding",18.7135377497608,3.08537736567077,0.665218924505727,72.1027480803501,1.51323317744207e-15,5.07815833796602e-13
"ENSRNOT00000006672.7-ENSRNOG00000025970.6:pseudogene",6.99053457324648,5.15801340716051,0.963950276165669,70.5945401652192,3.18377424924378e-15,9.8623530013113e-13
"ENSRNOT00000088104.1-ENSRNOG00000020239.6:protein_coding",72.429533697438,2.93877687730834,0.535916764437112,69.8306275029179,4.6400834972008e-15,1.23788457264543e-12
"ENSRNOT00000076511.2-ENSRNOG00000014030.7:protein_coding",22.9945099261885,4.12716745162652,0.810506849087407,69.7468044109894,4.83586429544191e-15,1.23788457264543e-12
"ENSRNOT00000050832.4-ENSRNOG00000014030.7:protein_coding",23.0006698497083,4.12889810903187,0.810616625562035,69.7125038351391,4.91833949896371e-15,1.23788457264543e-12
"ENSRNOT00000027430.6-ENSRNOG00000020239.6:protein_coding",72.4938817952554,2.93875567924549,0.536298176134063,69.5419372766902,5.34982125899812e-15,1.2672782476462e-12
"ENSRNOT00000038203.6-ENSRNOG00000024482.6:protein_coding",15.7906274777657,4.9827942301596,0.885144662640978,66.4158170219604,2.49724848802868e-14,5.33737457813746e-12
"ENSRNOT00000086091.1-ENSRNOG00000016831.6:protein_coding",9.85246165170922,4.29440669538485,0.823999958569902,66.3988152559521,2.51825470535415e-14,5.33737457813746e-12
"ENSRNOT00000092431.1-ENSRNOG00000052296.2:protein_coding",20.9703412645544,2.32283376419649,0.557842881461103,65.6138056399019,3.70727400621451e-14,7.46459621151291e-12
"ENSRNOT00000024532.3-ENSRNOG00000018147.3:protein_coding",46.103366387205,2.94885407716197,0.534408580202039,65.0097255950441,4.99205549586167e-14,9.5728607056357e-12
"ENSRNOT00000012007.3-ENSRNOG00000022566.2:pseudogene",58.4163835485976,3.02086441250581,0.531733068221822,64.6856976458773,5.85582591701963e-14,1.07188231671991e-11
"ENSRNOT00000075503.1-ENSRNOG00000049271.1:protein_coding",455.445914507533,3.82316317601701,0.623665001031216,64.5452195250327,6.27529977731035e-14,1.08921751924734e-11
"ENSRNOT00000092684.1-ENSRNOG00000052296.2:protein_coding",20.8760950180672,2.31776448711995,0.562035539988064,64.4764441130226,6.4914875743571e-14,1.08921751924734e-11
"ENSRNOT00000011069.6-ENSRNOG00000008063.6:protein_coding",741.510599833067,3.32531309279509,0.569331095741115,63.3419507805941,1.13489800886366e-13,1.82809371267759e-11
"ENSRNOT00000017075.5-ENSRNOG00000011382.6:protein_coding",922.249627133555,3.0925128319897,0.55074166581527,62.8274459956937,1.46205179883999e-13,2.26449330535716e-11
"ENSRNOT00000092174.1-ENSRNOG00000060662.1:protein_coding",7.45941160670969,3.55091673430405,1.03942280873838,62.3179848945024,1.87878378350345e-13,2.79472199035323e-11
"ENSRNOT00000018864.5-ENSRNOG00000013783.5:protein_coding",37.9424666964391,3.1552659014392,0.562669572264398,62.2495077144467,1.94318886838566e-13,2.79472199035323e-11
"ENSRNOT00000023149.5-ENSRNOG00000017210.6:protein_coding",14.2657980908336,3.54028083771372,0.715420736676166,62.0773373531277,2.11503903894252e-13,2.93698696890398e-11
"ENSRNOT00000058943.4-ENSRNOG00000017127.6:protein_coding",145.07128367801,3.1507917987287,0.524450339905743,61.9694466176863,2.23038821033481e-13,2.9939244410061e-11
"ENSRNOT00000056496.4-ENSRNOG00000037340.4:protein_coding",14.1823455041417,3.56148880312627,0.715520794513618,61.8339899792109,2.38415221223798e-13,3.09709063183301e-11
"ENSRNOT00000027094.6-ENSRNOG00000020000.6:protein_coding",39.2688153996966,5.54438358986414,1.01828427501832,61.295149075813,3.10813690071655e-13,3.91139603099549e-11
"ENSRNOT00000057158.3-ENSRNOG00000037673.3:protein_coding",144.909796464731,3.14906682828161,0.528722788309135,61.1014062213768,3.41904527534729e-13,4.17227131024956e-11
"ENSRNOT00000047466.3-ENSRNOG00000001149.8:protein_coding",1983.46945717004,3.2313777467042,0.566115744037111,60.7061478804803,4.15306752132175e-13,4.7951195434102e-11
"ENSRNOT00000081134.1-ENSRNOG00000001149.8:protein_coding",1983.12027678105,3.23125886482762,0.566147996743806,60.6990492085082,4.16759831187874e-13,4.7951195434102e-11
"ENSRNOT00000004936.6-ENSRNOG00000003657.6:protein_coding",112.702486052038,2.74068178713331,0.623205719615839,60.5792137744141,4.42071134715343e-13,4.9450568319408e-11
"ENSRNOT00000079995.1-ENSRNOG00000028891.4:protein_coding",8.12281166253106,5.08984218185495,0.970508824743422,60.1144642513139,5.55637768488933e-13,6.04744133433766e-11
"ENSRNOT00000023728.5-ENSRNOG00000042160.1:protein_coding",26.832886361664,4.64455749692171,0.829663253551141,59.0101197484909,9.56532477543682e-13,1.01367270712327e-10
"ENSRNOT00000020483.7-ENSRNOG00000015264.7:protein_coding",115.275376671606,5.32212039371471,0.944320785025869,58.2750687153321,1.37303173102616e-12,1.41774327713906e-10
"ENSRNOT00000006181.6-ENSRNOG00000004641.6:protein_coding",26.5870263201688,4.62064861322271,0.833045051757137,58.1501794009683,1.4599880899026e-12,1.46984300950944e-10
"ENSRNOT00000048746.3-ENSRNOG00000024384.5:protein_coding",36.22596302182,2.49852833913595,0.535170985285255,57.9904367393268,1.57928035703937e-12,1.55116146287745e-10
"ENSRNOT00000043626.3-ENSRNOG00000033893.4:protein_coding",284.41534811912,3.33808297942443,0.575747068986914,57.9251502681103,1.63079525486338e-12,1.56362202174639e-10
"ENSRNOT00000015059.6-ENSRNOG00000011262.6:protein_coding",43.2959697274142,2.11148928933842,0.516051945997831,57.8610465831508,1.68301055837531e-12,1.57615895780869e-10
"ENSRNOT00000074814.1-ENSRNOG00000048622.1:protein_coding",9.24097017202466,3.99570242654396,0.951330529406173,57.3425823668723,2.17160066733103e-12,1.98750815621411e-10
"ENSRNOT00000027493.7-ENSRNOG00000020272.7:protein_coding",855.8283196518,3.75778816187873,0.619567240535372,56.658412428704,3.03966785642152e-12,2.72016499062433e-10
"ENSRNOT00000074325.1-ENSRNOG00000047746.1:protein_coding",24323.9514558336,1.91081185523947,0.443890658992669,56.4932632704271,3.29666826456611e-12,2.88601806552342e-10
"ENSRNOT00000083169.1-ENSRNOG00000061176.1:protein_coding",15.6916949403624,2.99948930767569,0.794952115507079,56.2517272697005,3.71214642409757e-12,3.18059864890232e-10
"ENSRNOT00000017407.6-ENSRNOG00000012357.6:protein_coding",42.5801030149177,3.21655646084443,0.602296605982065,55.9190828530057,4.37133053502459e-12,3.66736418011334e-10
"ENSRNOT00000074395.1-ENSRNOG00000049437.1:protein_coding",4.16232478515428,3.97978543619274,0.87760299527539,55.8323129171494,4.56173188376869e-12,3.74899883590541e-10
"ENSRNOT00000004968.7-ENSRNOG00000003726.7:protein_coding",96.3727145994887,3.29972843218049,0.629662122419858,55.2231561110827,6.1532671809442e-12,4.95584138753246e-10
"ENSRNOT00000065188.3-ENSRNOG00000007349.7:protein_coding",4.10545675795599,3.97953575277594,0.878133621844899,54.9310771543617,7.10261147683362e-12,5.51934425509896e-10
"ENSRNOT00000081891.1-ENSRNOG00000053060.1:protein_coding",27.7554544008189,4.52231632795499,0.823124120683633,54.9240873529686,7.12704001155068e-12,5.51934425509896e-10
"ENSRNOT00000081244.1-ENSRNOG00000012337.7:protein_coding",3.27994502624584,3.92222528627293,0.864306527113856,54.8514883909989,7.38578360734275e-12,5.61180199750363e-10
"ENSRNOT00000010020.4-ENSRNOG00000007412.4:protein_coding",8.67034373354344,3.96810677644318,0.953030496503961,54.3144000533216,9.61526844880712e-12,7.1704974154345e-10
"ENSRNOT00000089975.1-ENSRNOG00000011180.3:protein_coding",13.3430977886091,3.81345725704491,0.747106500533904,54.268238117634,9.83574297036867e-12,7.20155217121357e-10
"ENSRNOT00000057422.2-ENSRNOG00000000800.7:protein_coding",5.2867402613915,3.13217789899537,0.816978968747963,53.1254110643757,1.72389352250455e-11,1.23896595621775e-09
"ENSRNOT00000076658.2-ENSRNOG00000051179.2:retained_intron",1438.23698598954,3.719940208699,0.602770482382466,53.0905048317569,1.75368908627791e-11,1.23896595621775e-09
"ENSRNOT00000058490.2-ENSRNOG00000008219.6:protein_coding",3.81128591153378,2.61774622373607,0.939357700355182,52.867666405412,1.95641355399031e-11,1.35835816929638e-09
"ENSRNOT00000051702.6-ENSRNOG00000011523.8:protein_coding",22.0749819478813,2.86782512927514,0.612729923861285,52.8211092215396,2.00164001674981e-11,1.36620412668669e-09
"ENSRNOT00000016306.6-ENSRNOG00000012172.6:protein_coding",55.8259270495118,3.42744606301438,0.674360963043367,52.5915336761419,2.24040137158165e-11,1.50368272055989e-09
"ENSRNOT00000024190.5-ENSRNOG00000017856.5:protein_coding",18.8483666200678,1.73975955466852,0.521592375331551,52.4908664962905,2.35388034784348e-11,1.55394691160093e-09
"ENSRNOT00000006356.5-ENSRNOG00000004563.7:protein_coding",44.9484405233165,3.8267388381919,0.728573075138519,52.4414908957386,2.41162168424881e-11,1.56638718104354e-09
"ENSRNOT00000007529.4-ENSRNOG00000005540.6:protein_coding",3.70237374742123,3.04426401133694,0.802788150631814,51.8297314394807,3.25608374693239e-11,2.08123301018867e-09
"ENSRNOT00000003630.6-ENSRNOG00000002657.7:protein_coding",283.92127428089,2.81402967407526,0.536067913480628,51.7661165071005,3.35932817636612e-11,2.08123301018867e-09
"ENSRNOT00000090693.1-ENSRNOG00000002657.7:protein_coding",283.92127428089,2.81402967407526,0.536067913480628,51.7661165071005,3.35932817636612e-11,2.08123301018867e-09
"ENSRNOT00000073082.1-ENSRNOG00000049219.1:protein_coding",26.3220650756525,2.07557282662022,0.589728563608275,51.7185924620187,3.43858686097361e-11,2.09805898320314e-09
"ENSRNOT00000084792.1-ENSRNOG00000058023.1:pseudogene",7.6780163255869,4.64174493086166,1.00382744146547,51.6816446305991,3.50149583813343e-11,2.10455578211393e-09
"ENSRNOT00000012564.3-ENSRNOG00000009482.3:protein_coding",38.3955342037796,2.92111641716951,0.614260763045094,50.4406591680493,6.43647250345481e-11,3.8117168781489e-09
"ENSRNOT00000018782.5-ENSRNOG00000013948.5:protein_coding",8.85470998715297,5.29279573388059,1.02077479769731,50.1527765695955,7.41249897483891e-11,4.32610628575019e-09
"ENSRNOT00000037790.4-ENSRNOG00000007561.5:protein_coding",4.6419017805744,2.71487740259248,0.747713462844584,49.623634197713,9.60838641040568e-11,5.52756743924338e-09
"ENSRNOT00000003544.4-ENSRNOG00000002635.4:protein_coding",25.199481801914,4.18121290319977,0.920346634934964,49.3112554752387,1.11985998489674e-10,6.35165656222417e-09
"ENSRNOT00000021110.4-ENSRNOG00000015644.5:protein_coding",36.8646993852483,2.95806560866111,0.640054079228512,48.6180809763963,1.57300106368347e-10,8.67736340199086e-09
"ENSRNOT00000088872.1-ENSRNOG00000015644.5:protein_coding",36.8646993852483,2.95806560866111,0.640054079228512,48.6180809763963,1.57300106368347e-10,8.67736340199086e-09
"ENSRNOT00000010739.4-ENSRNOG00000008108.5:protein_coding",29.7760096125481,2.55208729429434,0.607579987817073,47.7081048250338,2.45688949186988e-10,1.33701270050811e-08
"ENSRNOT00000001779.4-ENSRNOG00000001313.4:protein_coding",37.7834396128097,2.86366202794699,0.634125260405204,47.4698384160866,2.76108867882052e-10,1.48252054794803e-08
"ENSRNOT00000085940.1-ENSRNOG00000058662.1:protein_coding",24.5075984698931,2.46763500218299,0.537701456050041,47.442477731322,2.79834609788835e-10,1.48275522844689e-08
"ENSRNOT00000060309.5-ENSRNOG00000007100.8:protein_coding",37.4927387743298,2.29803545307145,0.532968975936247,47.3115662394285,2.98368062251477e-10,1.56042621647623e-08
"ENSRNOT00000087342.1-ENSRNOG00000000800.7:protein_coding",5.36320212514528,2.57909887286366,0.756973667920935,47.2516664707922,3.07252385806907e-10,1.57169942580151e-08
"ENSRNOT00000003762.6-ENSRNOG00000026211.6:protein_coding",8.08368187665257,5.19454499036347,1.08189997763541,47.2445228621791,3.08329413057659e-10,1.57169942580151e-08
"ENSRNOT00000067751.2-ENSRNOG00000002935.6:protein_coding",12.8918657971181,1.75785282284756,0.552702673627739,46.9657618413892,3.53438182647492e-10,1.76518832317428e-08
"ENSRNOT00000025956.6-ENSRNOG00000019009.6:protein_coding",51.5725799445169,4.42888619108018,0.983851937570983,46.9564487747141,3.55054020802375e-10,1.76518832317428e-08
"ENSRNOT00000056083.3-ENSRNOG00000037160.3:protein_coding",16.9204060057068,3.49927923545114,0.75505960064868,46.8894068096632,3.66905825931279e-10,1.80186556222593e-08
"ENSRNOT00000041596.4-ENSRNOG00000022261.5:protein_coding",37.9407400268909,2.69673933519827,0.619335855109812,46.826231836262,3.78435506188337e-10,1.83161587690999e-08
"ENSRNOT00000083448.1-ENSRNOG00000052707.1:protein_coding",7.12853116505109,3.55182569880673,1.03655713225971,46.8067665455874,3.82060426273749e-10,1.83161587690999e-08
"ENSRNOT00000035486.4-ENSRNOG00000025459.4:protein_coding",32.3011137358915,4.91885439574266,0.898759853269413,46.6668444445066,4.09158740078316e-10,1.93844970152397e-08
"ENSRNOT00000077248.1-ENSRNOG00000042411.3:protein_coding",38.9553271389246,7.41694962844866,1.27249204796048,46.4026488444853,4.6566993453205e-10,2.18052654227973e-08
